B,C,H,K,N,O,A_labelfreq_enc,D_labelfreq_enc,E_labelfreq_enc,F_labelfreq_enc,G_labelfreq_enc,I_labelfreq_enc,J_labelfreq_enc,L_labelfreq_enc,M_labelfreq_enc,A_ohe_0,A_ohe_1,D_ohe_0,D_ohe_1,D_ohe_2,E_ohe_0,E_ohe_1,E_ohe_2,F_ohe_0,F_ohe_1,F_ohe_2,F_ohe_3,F_ohe_4,F_ohe_5,F_ohe_6,F_ohe_7,F_ohe_8,F_ohe_9,F_ohe_10,F_ohe_11,F_ohe_12,F_ohe_13,G_ohe_0,G_ohe_1,G_ohe_2,G_ohe_3,G_ohe_4,G_ohe_5,G_ohe_6,G_ohe_7,G_ohe_8,I_ohe_0,I_ohe_1,J_ohe_0,J_ohe_1,L_ohe_0,L_ohe_1,M_ohe_0,M_ohe_1,M_ohe_2,A_label,D_label,E_label,F_label,G_label,I_label,J_label,L_label,M_label,P,P_mean_A_label,P_mean_D_label,P_mean_E_label,P_mean_F_label,P_mean_G_label,P_mean_I_label,P_mean_J_label,P_mean_L_label,P_mean_M_label
42.08,1.04,5.0,6,500.0,10000,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.09057971014492754,0.5905797101449275,0.5181159420289855,0.4221014492753623,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,1,0,12,7,1,1,1,0,0,0.5551948051948052,0.5089285714285714,0.5089285714285714,0.525,0.5692307692307692,0.20614035087719298,0.2760416666666667,0.5445544554455446,0.5359801488833746
27.83,4.0,5.75,2,75.0,0,0.6920289855072463,0.23369565217391305,0.23369565217391305,0.08514492753623189,0.20471014492753623,0.5181159420289855,0.4221014492753623,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,2,2,6,3,1,1,1,0,1,0.5551948051948052,0.7019230769230769,0.7019230769230769,0.65625,0.35294117647058826,0.20614035087719298,0.2760416666666667,0.5445544554455446,0.5359801488833746
34.08,6.5,0.125,0,443.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.07608695652173914,0.5905797101449275,0.5181159420289855,0.5778985507246377,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,0,0,7,1,0,1,0,1,0.5551948051948052,0.5089285714285714,0.5089285714285714,0.59375,0.5692307692307692,0.20614035087719298,0.764,0.5445544554455446,0.5359801488833746
26.17,0.25,0.0,0,0.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.08514492753623189,0.08514492753623189,0.5181159420289855,0.5778985507246377,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,0,6,0,1,0,1,0,0,0.5551948051948052,0.5089285714285714,0.5089285714285714,0.65625,0.5526315789473685,0.20614035087719298,0.764,0.5445544554455446,0.5359801488833746
28.67,9.335,5.665,6,381.0,168,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.11956521739130435,0.20471014492753623,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,0,10,3,1,1,0,0,0,0.5551948051948052,0.5089285714285714,0.5089285714285714,0.39285714285714285,0.35294117647058826,0.20614035087719298,0.2760416666666667,0.5583333333333333,0.5359801488833746
46.0,4.0,0.0,0,100.0,960,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.014492753623188406,0.010869565217391304,0.5181159420289855,0.5778985507246377,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,7,4,1,0,0,0,0,0.5447761194029851,0.5089285714285714,0.5089285714285714,0.8333333333333334,0.75,0.20614035087719298,0.764,0.5583333333333333,0.5359801488833746
19.17,4.0,1.0,0,360.0,1000,0.6920289855072463,0.23369565217391305,0.23369565217391305,0.08514492753623189,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,2,2,6,7,0,0,1,0,1,0.5551948051948052,0.7019230769230769,0.7019230769230769,0.65625,0.5692307692307692,0.9205607476635514,0.764,0.5445544554455446,0.5359801488833746
20.33,10.0,1.0,4,50.0,1465,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.20471014492753623,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,0,1,3,1,1,0,0,0,0.5447761194029851,0.5089285714285714,0.5089285714285714,0.5408163265306123,0.35294117647058826,0.20614035087719298,0.2760416666666667,0.5583333333333333,0.5359801488833746
23.42,0.585,0.085,0,180.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.20471014492753623,0.5181159420289855,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,1,3,1,0,0,0,1,0.5551948051948052,0.5089285714285714,0.5089285714285714,0.5408163265306123,0.35294117647058826,0.20614035087719298,0.764,0.5583333333333333,0.5359801488833746
39.5,4.25,6.5,16,117.0,1210,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.08514492753623189,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,0,1,0,1,1,0,0,0,0.5551948051948052,0.5089285714285714,0.5089285714285714,0.5408163265306123,0.5526315789473685,0.20614035087719298,0.2760416666666667,0.5583333333333333,0.5359801488833746
24.92,1.25,0.0,0,80.0,0,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.07789855072463768,0.08333333333333333,0.5181159420289855,0.5778985507246377,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,5,2,1,0,0,0,1,0.5447761194029851,0.5089285714285714,0.5089285714285714,0.8717948717948718,0.8571428571428571,0.20614035087719298,0.764,0.5583333333333333,0.5359801488833746
36.58,0.29,0.0,10,200.0,18,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.07789855072463768,0.08333333333333333,0.48188405797101447,0.4221014492753623,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,0,5,2,0,1,0,0,1,0.5447761194029851,0.5089285714285714,0.5089285714285714,0.8717948717948718,0.8571428571428571,0.9205607476635514,0.2760416666666667,0.5583333333333333,0.5359801488833746
17.08,3.29,0.335,0,140.0,2,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.08514492753623189,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,0,6,7,0,0,1,0,1,0.5551948051948052,0.5089285714285714,0.5089285714285714,0.65625,0.5692307692307692,0.9205607476635514,0.764,0.5445544554455446,0.5359801488833746
18.08,6.75,0.04,0,140.0,0,0.6920289855072463,0.23369565217391305,0.23369565217391305,0.05615942028985507,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,2,2,9,7,0,0,0,0,1,0.5551948051948052,0.7019230769230769,0.7019230769230769,0.5769230769230769,0.5692307692307692,0.9205607476635514,0.764,0.5583333333333333,0.5359801488833746
20.42,7.5,1.5,1,160.0,234,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.07246376811594203,0.5905797101449275,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,0,8,7,1,1,0,0,0,0.5551948051948052,0.5089285714285714,0.5089285714285714,0.7419354838709677,0.5692307692307692,0.20614035087719298,0.2760416666666667,0.5583333333333333,0.5359801488833746
22.42,11.25,0.75,4,0.0,321,0.3079710144927536,0.23369565217391305,0.23369565217391305,0.05615942028985507,0.20471014492753623,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,2,2,13,3,1,1,0,0,0,0.5447761194029851,0.7019230769230769,0.7019230769230769,0.125,0.35294117647058826,0.20614035087719298,0.2760416666666667,0.5583333333333333,0.5359801488833746
16.92,0.5,0.165,6,240.0,35,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.08514492753623189,0.5905797101449275,0.48188405797101447,0.4221014492753623,0.4601449275362319,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0,6,7,0,1,1,0,1,0.5447761194029851,0.5089285714285714,0.5089285714285714,0.65625,0.5692307692307692,0.9205607476635514,0.2760416666666667,0.5445544554455446,0.5359801488833746
21.92,0.54,0.04,1,840.0,59,0.6920289855072463,0.23369565217391305,0.23369565217391305,0.05615942028985507,0.5905797101449275,0.5181159420289855,0.4221014492753623,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,2,2,13,7,1,1,1,0,0,0.5551948051948052,0.7019230769230769,0.7019230769230769,0.125,0.5692307692307692,0.20614035087719298,0.2760416666666667,0.5445544554455446,0.5359801488833746
54.42,0.5,3.96,0,180.0,314,0.6920289855072463,0.23369565217391305,0.23369565217391305,0.07246376811594203,0.20471014492753623,0.5181159420289855,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,2,2,8,3,1,0,0,0,0,0.5551948051948052,0.7019230769230769,0.7019230769230769,0.7419354838709677,0.35294117647058826,0.20614035087719298,0.764,0.5583333333333333,0.5359801488833746
19.58,0.665,1.665,0,220.0,5,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.09057971014492754,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,12,7,0,0,0,0,1,0.5447761194029851,0.5089285714285714,0.5089285714285714,0.525,0.5692307692307692,0.9205607476635514,0.764,0.5583333333333333,0.5359801488833746
20.42,0.0,0.0,0,152.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.012681159420289856,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0,1,7,0,0,0,1,1,0.5551948051948052,0.5089285714285714,0.5089285714285714,0.5408163265306123,0.5692307692307692,0.9205607476635514,0.764,0.5583333333333333,0.3333333333333333
23.25,1.0,0.835,0,300.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.5905797101449275,0.5181159420289855,0.5778985507246377,0.5398550724637681,0.08695652173913043,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,0,1,7,1,0,0,2,0,0.5551948051948052,0.5089285714285714,0.5089285714285714,0.5408163265306123,0.5692307692307692,0.20614035087719298,0.764,0.5583333333333333,0.7878787878787878
29.58,4.5,7.5,2,330.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.09057971014492754,0.5905797101449275,0.5181159420289855,0.4221014492753623,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,1,0,12,7,1,1,1,0,0,0.5551948051948052,0.5089285714285714,0.5089285714285714,0.525,0.5692307692307692,0.20614035087719298,0.2760416666666667,0.5445544554455446,0.5359801488833746
23.75,0.71,0.25,1,240.0,4,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.09057971014492754,0.5905797101449275,0.48188405797101447,0.4221014492753623,0.4601449275362319,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0,12,7,0,1,1,0,1,0.5447761194029851,0.5089285714285714,0.5089285714285714,0.525,0.5692307692307692,0.9205607476635514,0.2760416666666667,0.5445544554455446,0.5359801488833746
37.33,2.665,0.165,0,0.0,501,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.05253623188405797,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,0,2,7,0,0,1,0,1,0.5551948051948052,0.5089285714285714,0.5089285714285714,0.2608695652173913,0.5692307692307692,0.9205607476635514,0.764,0.5445544554455446,0.5359801488833746
40.58,1.5,0.0,0,300.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.08514492753623189,0.08514492753623189,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.08695652173913043,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,0,6,0,0,0,0,2,1,0.5551948051948052,0.5089285714285714,0.5089285714285714,0.65625,0.5526315789473685,0.9205607476635514,0.764,0.5583333333333333,0.7878787878787878
39.17,2.5,10.0,0,200.0,0,0.6920289855072463,0.23369565217391305,0.23369565217391305,0.08514492753623189,0.20471014492753623,0.48188405797101447,0.5778985507246377,0.4601449275362319,0.08695652173913043,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,2,2,6,3,0,0,1,2,1,0.5551948051948052,0.7019230769230769,0.7019230769230769,0.65625,0.35294117647058826,0.9205607476635514,0.764,0.5445544554455446,0.7878787878787878
18.83,0.415,0.165,1,200.0,1,0.6920289855072463,0.23369565217391305,0.23369565217391305,0.2210144927536232,0.5905797101449275,0.48188405797101447,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,2,2,1,7,0,1,0,0,1,0.5551948051948052,0.7019230769230769,0.7019230769230769,0.5408163265306123,0.5692307692307692,0.9205607476635514,0.2760416666666667,0.5583333333333333,0.5359801488833746
23.75,0.415,0.04,2,128.0,6,0.6920289855072463,0.23369565217391305,0.23369565217391305,0.2210144927536232,0.5905797101449275,0.48188405797101447,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,2,2,1,7,0,1,0,0,1,0.5551948051948052,0.7019230769230769,0.7019230769230769,0.5408163265306123,0.5692307692307692,0.9205607476635514,0.2760416666666667,0.5583333333333333,0.5359801488833746
18.25,10.0,1.0,1,120.0,1,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.09057971014492754,0.5905797101449275,0.48188405797101447,0.4221014492753623,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,0,12,7,0,1,0,0,1,0.5447761194029851,0.5089285714285714,0.5089285714285714,0.525,0.5692307692307692,0.9205607476635514,0.2760416666666667,0.5583333333333333,0.5359801488833746
34.17,2.75,2.5,0,232.0,200,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.08514492753623189,0.08514492753623189,0.48188405797101447,0.5778985507246377,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,0,6,0,0,0,1,0,1,0.5551948051948052,0.5089285714285714,0.5089285714285714,0.65625,0.5526315789473685,0.9205607476635514,0.764,0.5445544554455446,0.5359801488833746
31.0,2.085,0.085,0,300.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,1,7,0,0,0,0,1,0.5551948051948052,0.5089285714285714,0.5089285714285714,0.5408163265306123,0.5692307692307692,0.9205607476635514,0.764,0.5583333333333333,0.5359801488833746
28.42,3.5,0.835,0,280.0,0,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.09057971014492754,0.5905797101449275,0.5181159420289855,0.5778985507246377,0.5398550724637681,0.08695652173913043,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,12,7,1,0,0,2,0,0.5447761194029851,0.5089285714285714,0.5089285714285714,0.525,0.5692307692307692,0.20614035087719298,0.764,0.5583333333333333,0.7878787878787878
28.67,14.5,0.125,0,0.0,286,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.043478260869565216,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,3,7,0,0,0,0,1,0.5551948051948052,0.5089285714285714,0.5089285714285714,0.8,0.5692307692307692,0.9205607476635514,0.764,0.5583333333333333,0.5359801488833746
37.33,2.5,0.21,0,260.0,246,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.08514492753623189,0.20471014492753623,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,6,3,0,0,0,0,1,0.5447761194029851,0.5089285714285714,0.5089285714285714,0.65625,0.35294117647058826,0.9205607476635514,0.764,0.5583333333333333,0.5359801488833746
33.17,1.0,0.75,7,340.0,4071,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.05615942028985507,0.5905797101449275,0.5181159420289855,0.4221014492753623,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,1,0,13,7,1,1,1,0,0,0.5551948051948052,0.5089285714285714,0.5089285714285714,0.125,0.5692307692307692,0.20614035087719298,0.2760416666666667,0.5445544554455446,0.5359801488833746
21.75,11.75,0.25,0,180.0,0,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.4601449275362319,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1,0,1,7,0,0,1,0,1,0.4772727272727273,0.5103857566765578,0.5103857566765578,0.5612244897959183,0.5813953488372093,0.9138755980861244,0.7346153846153847,0.5445544554455446,0.5368956743002544
